Age,IsAdult,Job,Qualification,MaritalStatus,Gender,BankBalance,Salary
21,1,GovtJob,Bachelor,UnMarried,Female,151790,<=50K
21,1,PrivateJob,Bachelor,UnMarried,Male,438139,<=50K
20,1,SelfEmployed,Bachelor,UnMarried,Female,163911,<=50K
35,1,PrivateJob,Bachelor,Divorced,Female,214896,<=50K
30,1,PrivateJob,Bachelor,Married,Male,102821,<=50K
44,1,SelfEmployed,Bachelor,Married,Male,90021,<=50K
45,1,PrivateJob,Bachelor,Married,Male,77085,>50K
42,1,PrivateJob,School,Married,Male,158555,<=50K
36,1,SelfEmployed,Bachelor,Divorced,Female,28160,<=50K
32,1,PrivateJob,Bachelor,Divorced,Female,462255,<=50K
33,1,PrivateJob,Bachelor,UnMarried,Male,144949,<=50K
27,1,PrivateJob,School,Married,Male,116207,<=50K
17,0,PrivateJob,School,UnMarried,Female,187308,<=50K
45,1,GovtJob,Bachelor,UnMarried,Female,189890,<=50K
41,1,PrivateJob,Bachelor,Married,Male,185267,<=50K
19,1,PrivateJob,Bachelor,UnMarried,Female,63434,<=50K
45,1,PrivateJob,Bachelor,Divorced,Female,1366120,<=50K
41,1,SelfEmployed,Doctorate,Married,Male,495061,>50K
34,1,GovtJob,Bachelor,Married,Female,134886,<=50K
33,1,PrivateJob,Bachelor,UnMarried,Male,129707,>50K
17,0,SelfEmployed,School,UnMarried,Female,181337,<=50K
51,1,PrivateJob,Bachelor,Divorced,Female,74784,<=50K
33,1,PrivateJob,Bachelor,Divorced,Male,44392,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,406641,<=50K
52,1,PrivateJob,Bachelor,Married,Male,89041,>50K
36,1,SelfEmployed,Bachelor,Divorced,Female,139770,<=50K
25,1,PrivateJob,Bachelor,UnMarried,Female,180212,<=50K
38,1,SelfEmployed,Bachelor,Married,Female,338212,<=50K
64,1,SelfEmployed,School,Divorced,Male,178472,<=50K
42,1,PrivateJob,Masters,Married,Male,384236,>50K
29,1,PrivateJob,Bachelor,UnMarried,Male,168470,<=50K
26,1,GovtJob,Bachelor,UnMarried,Female,80485,<=50K
38,1,SelfEmployed,Bachelor,Married,Male,181705,<=50K
24,1,PrivateJob,School,UnMarried,Male,216867,<=50K
43,1,GovtJob,Bachelor,Married,Male,214541,>50K
38,1,PrivateJob,School,Married,Male,383239,>50K
28,1,PrivateJob,Bachelor,Married,Male,70034,>50K
18,0,SelfEmployed,Bachelor,UnMarried,Female,266287,<=50K
44,1,PrivateJob,Bachelor,Married,Male,128485,<=50K
81,1,SelfEmployed,Bachelor,Married,Male,89015,<=50K
55,1,PrivateJob,Bachelor,Married,Male,106740,>50K
52,1,PrivateJob,School,Widowed,Female,167527,<=50K
31,1,PrivateJob,Bachelor,Married,Male,19302,>50K
35,1,PrivateJob,Bachelor,Divorced,Female,210150,<=50K
39,1,PrivateJob,Bachelor,UnMarried,Female,179824,<=50K
27,1,PrivateJob,Bachelor,UnMarried,Male,420351,<=50K
23,1,GovtJob,Bachelor,UnMarried,Male,215443,<=50K
26,1,PrivateJob,School,Divorced,Male,116044,<=50K
33,1,PrivateJob,Bachelor,UnMarried,Male,215306,<=50K
39,1,PrivateJob,Bachelor,UnMarried,Female,108069,<=50K
44,1,PrivateJob,Bachelor,Divorced,Male,260046,<=50K
38,1,PrivateJob,Bachelor,Divorced,Female,31053,<=50K
18,0,PrivateJob,School,UnMarried,Male,362302,<=50K
54,1,PrivateJob,Bachelor,Widowed,Female,87205,<=50K
45,1,PrivateJob,Bachelor,UnMarried,Female,191703,<=50K
43,1,PrivateJob,Masters,Married,Male,242968,>50K
23,1,GovtJob,Bachelor,UnMarried,Female,185575,<=50K
37,1,PrivateJob,Bachelor,UnMarried,Male,177858,<=50K
33,1,SelfEmployed,School,Married,Male,73585,<=50K
45,1,PrivateJob,Bachelor,Married,Male,301802,>50K
32,1,SelfEmployed,Bachelor,UnMarried,Male,108467,<=50K
47,1,PrivateJob,School,Married,Male,431245,<=50K
44,1,PrivateJob,Bachelor,Married,Male,157217,>50K
22,1,PrivateJob,Bachelor,UnMarried,Male,204935,<=50K
17,0,PrivateJob,School,UnMarried,Male,277112,<=50K
64,1,SelfEmployed,Doctorate,Married,Male,59145,>50K
30,1,GovtJob,Bachelor,Married,Male,159773,>50K
51,1,PrivateJob,Bachelor,Married,Male,118793,>50K
26,1,GovtJob,Bachelor,UnMarried,Male,152457,<=50K
31,1,PrivateJob,Bachelor,UnMarried,Female,187901,<=50K
50,1,PrivateJob,School,Married,Male,266529,<=50K
18,0,SelfEmployed,Bachelor,UnMarried,Male,256179,<=50K
63,1,PrivateJob,Bachelor,UnMarried,Female,113756,<=50K
48,1,PrivateJob,Bachelor,Married,Male,83444,>50K
37,1,SelfEmployed,Bachelor,Married,Male,30529,>50K
51,1,SelfEmployed,Bachelor,Married,Male,146325,<=50K
29,1,PrivateJob,Bachelor,UnMarried,Female,198825,<=50K
69,1,PrivateJob,Masters,Married,Male,71489,<=50K
56,1,PrivateJob,Bachelor,Married,Male,111218,<=50K
26,1,SelfEmployed,Bachelor,Married,Female,221626,<=50K
39,1,GovtJob,Masters,Married,Male,203482,>50K
42,1,SelfEmployed,Bachelor,Divorced,Female,352196,<=50K
41,1,GovtJob,Bachelor,Married,Male,355918,>50K
45,1,PrivateJob,Bachelor,Married,Male,168262,>50K
23,1,PrivateJob,Bachelor,UnMarried,Male,182615,<=50K
29,1,PrivateJob,Bachelor,UnMarried,Male,211482,>50K
34,1,PrivateJob,Bachelor,Married,Male,386370,<=50K
31,1,SelfEmployed,Bachelor,Married,Female,85077,>50K
46,1,GovtJob,Bachelor,Married,Female,180010,>50K
46,1,SelfEmployed,Bachelor,Married,Female,142210,<=50K
33,1,PrivateJob,School,Divorced,Female,415706,<=50K
46,1,PrivateJob,Bachelor,Married,Male,237731,<=50K
26,1,PrivateJob,Bachelor,UnMarried,Female,343506,<=50K
49,1,GovtJob,Bachelor,Divorced,Female,116163,<=50K
66,1,SelfEmployed,Bachelor,Widowed,Female,206560,<=50K
55,1,GovtJob,Bachelor,Married,Female,153451,>50K
35,1,PrivateJob,Bachelor,Married,Male,301862,<=50K
27,1,PrivateJob,Bachelor,Divorced,Female,33429,<=50K
31,1,PrivateJob,Bachelor,UnMarried,Female,169583,<=50K
47,1,PrivateJob,Bachelor,Divorced,Female,146497,<=50K
48,1,SelfEmployed,Bachelor,Married,Male,383384,>50K
27,1,PrivateJob,Bachelor,UnMarried,Female,240809,<=50K
38,1,PrivateJob,Bachelor,Divorced,Female,203763,<=50K
27,1,PrivateJob,Bachelor,Married,Female,218785,<=50K
23,1,SelfEmployed,Bachelor,UnMarried,Male,381741,<=50K
17,0,PrivateJob,School,UnMarried,Male,244602,<=50K
44,1,GovtJob,Bachelor,Married,Male,175696,>50K
26,1,PrivateJob,Bachelor,Married,Male,101027,<=50K
37,1,PrivateJob,Bachelor,UnMarried,Female,99270,<=50K
49,1,PrivateJob,Bachelor,Married,Male,224393,>50K
42,1,PrivateJob,Bachelor,Married,Male,192381,>50K
26,1,PrivateJob,Bachelor,UnMarried,Female,131686,<=50K
73,1,SelfEmployed,Bachelor,Married,Female,84390,<=50K
44,1,PrivateJob,Bachelor,Married,Male,277533,<=50K
47,1,PrivateJob,Masters,UnMarried,Female,72880,<=50K
28,1,SelfEmployed,Bachelor,Divorced,Female,149646,<=50K
49,1,PrivateJob,Bachelor,Divorced,Male,209057,<=50K
17,0,PrivateJob,Bachelor,UnMarried,Female,108909,<=50K
42,1,PrivateJob,Bachelor,Divorced,Male,74949,<=50K
30,1,PrivateJob,School,Married,Male,235639,<=50K
36,1,GovtJob,Bachelor,Married,Male,137421,<=50K
53,1,PrivateJob,Bachelor,UnMarried,Female,122412,<=50K
23,1,PrivateJob,Bachelor,Married,Male,434894,<=50K
35,1,PrivateJob,Bachelor,Divorced,Female,379959,<=50K
32,1,PrivateJob,School,UnMarried,Male,95885,>50K
39,1,PrivateJob,Bachelor,Widowed,Female,225330,>50K
40,1,PrivateJob,Masters,Married,Male,32627,<=50K
28,1,PrivateJob,Bachelor,Married,Male,65171,<=50K
32,1,PrivateJob,Bachelor,UnMarried,Male,193380,<=50K
42,1,PrivateJob,Bachelor,UnMarried,Female,184823,<=50K
35,1,PrivateJob,Bachelor,UnMarried,Female,81259,<=50K
35,1,PrivateJob,School,UnMarried,Female,301369,<=50K
21,1,PrivateJob,Bachelor,UnMarried,Male,190968,<=50K
71,1,PrivateJob,School,Widowed,Male,196610,>50K
31,1,PrivateJob,Bachelor,Divorced,Male,330715,<=50K
25,1,GovtJob,Bachelor,UnMarried,Female,77698,<=50K
35,1,PrivateJob,Bachelor,UnMarried,Female,139770,<=50K
24,1,PrivateJob,Bachelor,UnMarried,Male,109053,<=50K
69,1,PrivateJob,Bachelor,Married,Male,312653,<=50K
35,1,SelfEmployed,Masters,Married,Male,193260,>50K
35,1,PrivateJob,Bachelor,Married,Male,331831,<=50K
42,1,PrivateJob,Bachelor,UnMarried,Male,54202,>50K
51,1,PrivateJob,Bachelor,Married,Male,163948,>50K
48,1,PrivateJob,Bachelor,Divorced,Male,36228,<=50K
49,1,PrivateJob,Bachelor,Married,Male,160167,<=50K
53,1,PrivateJob,Bachelor,Married,Male,178356,<=50K
43,1,PrivateJob,Bachelor,Married,Male,104196,<=50K
53,1,PrivateJob,Bachelor,Married,Male,288353,>50K
35,1,PrivateJob,Bachelor,UnMarried,Male,187693,<=50K
36,1,PrivateJob,Bachelor,UnMarried,Female,114988,<=50K
34,1,GovtJob,Masters,UnMarried,Female,117392,<=50K
48,1,PrivateJob,Bachelor,Married,Male,121124,>50K
53,1,PrivateJob,Bachelor,Divorced,Female,195638,<=50K
37,1,PrivateJob,Bachelor,Divorced,Male,245053,<=50K
49,1,GovtJob,Bachelor,Divorced,Female,216734,<=50K
30,1,SelfEmployed,Bachelor,Married,Male,197827,<=50K
41,1,PrivateJob,Bachelor,Married,Male,49156,<=50K
25,1,PrivateJob,Bachelor,UnMarried,Female,126133,<=50K
24,1,PrivateJob,Bachelor,Married,Male,304463,<=50K
34,1,PrivateJob,Bachelor,UnMarried,Male,214288,<=50K
29,1,PrivateJob,Bachelor,UnMarried,Female,274969,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,189072,<=50K
46,1,PrivateJob,Bachelor,Divorced,Male,128047,<=50K
20,1,PrivateJob,Bachelor,UnMarried,Female,210338,<=50K
63,1,PrivateJob,School,Married,Male,122442,<=50K
40,1,SelfEmployed,Masters,Married,Male,167081,<=50K
33,1,PrivateJob,Bachelor,Divorced,Male,251421,<=50K
24,1,GovtJob,Bachelor,UnMarried,Female,219519,<=50K
36,1,PrivateJob,Bachelor,UnMarried,Male,33355,<=50K
25,1,PrivateJob,Bachelor,UnMarried,Male,441210,<=50K
54,1,GovtJob,School,Married,Male,178356,<=50K
50,1,SelfEmployed,Bachelor,Divorced,Male,231196,<=50K
58,1,GovtJob,Bachelor,Married,Male,40925,<=50K
17,0,PrivateJob,School,UnMarried,Male,270587,<=50K
40,1,PrivateJob,Bachelor,Married,Male,219266,>50K
27,1,PrivateJob,Bachelor,UnMarried,Male,114967,<=50K
20,1,PrivateJob,Bachelor,Divorced,Female,344492,<=50K
22,1,PrivateJob,School,Married,Male,369387,<=50K
80,1,SelfEmployed,School,Married,Male,101771,<=50K
52,1,PrivateJob,Bachelor,Divorced,Male,137428,<=50K
40,1,GovtJob,Bachelor,Married,Male,121012,>50K
48,1,PrivateJob,School,Divorced,Female,139290,<=50K
62,1,PrivateJob,Bachelor,Married,Male,199193,<=50K
32,1,PrivateJob,Bachelor,Married,Male,286689,>50K
21,1,SelfEmployed,Bachelor,UnMarried,Female,123727,<=50K
58,1,GovtJob,Bachelor,Married,Male,208640,>50K
37,1,SelfEmployed,Masters,Married,Male,120130,>50K
29,1,SelfEmployed,Doctorate,Married,Male,241431,>50K
25,1,PrivateJob,Bachelor,UnMarried,Male,120450,<=50K
26,1,PrivateJob,Bachelor,UnMarried,Male,152240,<=50K
50,1,PrivateJob,Bachelor,Married,Male,200960,<=50K
30,1,GovtJob,Bachelor,Married,Male,314310,>50K
30,1,GovtJob,Bachelor,Married,Male,44566,<=50K
59,1,PrivateJob,Bachelor,Widowed,Female,21792,<=50K
36,1,PrivateJob,Bachelor,UnMarried,Male,182074,<=50K
37,1,PrivateJob,Masters,Married,Male,221850,>50K
42,1,PrivateJob,Bachelor,Married,Female,240628,>50K
34,1,PrivateJob,Bachelor,Married,Male,318641,>50K
27,1,SelfEmployed,School,Married,Male,140863,<=50K
39,1,PrivateJob,Bachelor,Married,Male,129150,>50K
41,1,PrivateJob,Bachelor,Married,Male,143003,>50K
34,1,SelfEmployed,Bachelor,Married,Male,198664,>50K
41,1,PrivateJob,Bachelor,Married,Male,244945,<=50K
50,1,PrivateJob,Bachelor,Divorced,Female,138514,<=50K
18,0,PrivateJob,Bachelor,UnMarried,Female,92008,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,207415,<=50K
26,1,PrivateJob,Bachelor,Married,Male,188626,<=50K
38,1,PrivateJob,Bachelor,Married,Male,257250,>50K
27,1,PrivateJob,Bachelor,Married,Male,133696,<=50K
21,1,PrivateJob,School,UnMarried,Male,195919,<=50K
41,1,PrivateJob,Bachelor,Married,Male,119266,<=50K
42,1,SelfEmployed,Bachelor,Divorced,Male,140474,<=50K
25,1,PrivateJob,School,UnMarried,Male,69739,<=50K
43,1,PrivateJob,Bachelor,Married,Male,293176,>50K
23,1,PrivateJob,Bachelor,UnMarried,Male,217961,<=50K
40,1,GovtJob,Bachelor,Married,Male,163725,>50K
23,1,PrivateJob,Bachelor,UnMarried,Male,419394,<=50K
18,0,PrivateJob,School,UnMarried,Female,220836,<=50K
37,1,PrivateJob,Bachelor,UnMarried,Male,334291,<=50K
58,1,PrivateJob,School,Married,Male,298601,<=50K
36,1,PrivateJob,Bachelor,UnMarried,Male,200360,<=50K
36,1,PrivateJob,Bachelor,Married,Male,203482,>50K
25,1,PrivateJob,Bachelor,Married,Female,99126,>50K
62,1,PrivateJob,Bachelor,Married,Male,109190,>50K
34,1,PrivateJob,Bachelor,Married,Male,34848,<=50K
27,1,PrivateJob,Bachelor,UnMarried,Female,29732,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Male,87867,<=50K
55,1,PrivateJob,Bachelor,Divorced,Female,123515,<=50K
42,1,PrivateJob,Bachelor,Married,Male,175935,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Female,229456,<=50K
44,1,PrivateJob,Bachelor,Married,Male,184105,>50K
42,1,GovtJob,Bachelor,Married,Male,99554,<=50K
21,1,PrivateJob,Bachelor,UnMarried,Male,190227,<=50K
25,1,PrivateJob,Bachelor,Divorced,Female,29020,<=50K
31,1,PrivateJob,School,Divorced,Male,306459,<=50K
42,1,PrivateJob,Bachelor,Divorced,Male,193995,<=50K
26,1,PrivateJob,School,Married,Male,105059,<=50K
62,1,PrivateJob,Bachelor,Married,Male,71751,>50K
28,1,PrivateJob,Bachelor,Married,Male,176683,>50K
34,1,PrivateJob,Masters,Married,Male,342709,<=50K
51,1,PrivateJob,Bachelor,Married,Male,53838,<=50K
45,1,GovtJob,Masters,Married,Female,209482,>50K
44,1,PrivateJob,Bachelor,Married,Male,214242,>50K
47,1,SelfEmployed,School,Married,Male,34458,<=50K
35,1,PrivateJob,Bachelor,Married,Male,100375,<=50K
46,1,PrivateJob,School,Married,Male,149949,<=50K
46,1,PrivateJob,Bachelor,UnMarried,Male,189762,<=50K
46,1,PrivateJob,Bachelor,Married,Male,79874,>50K
66,1,SelfEmployed,Bachelor,Married,Male,104576,>50K
34,1,GovtJob,Bachelor,Divorced,Female,355700,<=50K
26,1,PrivateJob,Bachelor,Married,Male,213625,<=50K
29,1,PrivateJob,Bachelor,Married,Male,204984,>50K
30,1,PrivateJob,Bachelor,UnMarried,Male,144593,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,217169,<=50K
46,1,PrivateJob,School,Married,Female,184883,<=50K
44,1,SelfEmployed,School,Married,Male,136419,<=50K
54,1,PrivateJob,Masters,Married,Male,57758,>50K
54,1,SelfEmployed,School,Married,Male,30908,<=50K
71,1,PrivateJob,School,Widowed,Female,217971,<=50K
51,1,PrivateJob,School,Married,Male,160703,<=50K
32,1,PrivateJob,Bachelor,UnMarried,Male,142675,<=50K
75,1,SelfEmployed,Bachelor,Married,Female,248833,<=50K
57,1,PrivateJob,School,Married,Male,171242,<=50K
34,1,PrivateJob,School,UnMarried,Male,376979,<=50K
40,1,PrivateJob,Bachelor,Divorced,Male,175935,>50K
21,1,PrivateJob,Bachelor,UnMarried,Female,277530,<=50K
50,1,PrivateJob,Masters,Married,Male,104501,>50K
32,1,PrivateJob,Bachelor,UnMarried,Male,94041,<=50K
37,1,GovtJob,Bachelor,Married,Female,593246,>50K
19,1,PrivateJob,School,Married,Male,121074,<=50K
64,1,PrivateJob,Bachelor,Widowed,Female,192596,<=50K
17,0,PrivateJob,School,UnMarried,Male,142457,<=50K
37,1,PrivateJob,Bachelor,Married,Male,136028,<=50K
32,1,PrivateJob,Bachelor,UnMarried,Male,216145,<=50K
20,1,PrivateJob,Bachelor,UnMarried,Male,157894,<=50K
39,1,SelfEmployed,Doctorate,UnMarried,Male,164593,>50K
18,0,PrivateJob,School,UnMarried,Male,252993,<=50K
42,1,PrivateJob,Masters,Married,Male,145711,>50K
43,1,PrivateJob,Bachelor,Married,Male,358199,>50K
42,1,PrivateJob,Bachelor,Married,Male,219591,>50K
53,1,GovtJob,Bachelor,Married,Female,205005,>50K
52,1,PrivateJob,Bachelor,Married,Male,221936,<=50K
51,1,PrivateJob,School,UnMarried,Male,120914,<=50K
77,1,SelfEmployed,Bachelor,Married,Male,155761,<=50K
25,1,PrivateJob,Bachelor,UnMarried,Female,195914,<=50K
38,1,GovtJob,Bachelor,UnMarried,Male,236687,<=50K
20,1,PrivateJob,Bachelor,UnMarried,Male,318036,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Male,53306,<=50K
27,1,PrivateJob,Bachelor,UnMarried,Female,174645,<=50K
19,1,PrivateJob,School,UnMarried,Female,321817,<=50K
41,1,PrivateJob,Bachelor,Married,Male,206948,>50K
47,1,GovtJob,Bachelor,Married,Male,402975,<=50K
72,1,SelfEmployed,Bachelor,Divorced,Female,289930,<=50K
42,1,PrivateJob,Masters,UnMarried,Female,367049,<=50K
36,1,PrivateJob,Bachelor,Married,Male,143486,>50K
42,1,SelfEmployed,Masters,Married,Male,27187,>50K
24,1,PrivateJob,Bachelor,UnMarried,Female,187717,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Male,378104,<=50K
29,1,PrivateJob,School,Married,Male,113870,<=50K
42,1,PrivateJob,Bachelor,Married,Male,252518,>50K
24,1,PrivateJob,Bachelor,UnMarried,Male,326334,<=50K
41,1,PrivateJob,Bachelor,Married,Male,279914,>50K
29,1,PrivateJob,Bachelor,UnMarried,Male,320451,<=50K
36,1,PrivateJob,Bachelor,Divorced,Male,207853,<=50K
78,1,SelfEmployed,Bachelor,Widowed,Male,237294,>50K
43,1,PrivateJob,Bachelor,Married,Female,112181,>50K
34,1,GovtJob,Bachelor,Divorced,Female,259705,<=50K
20,1,SelfEmployed,Bachelor,UnMarried,Female,117789,<=50K
24,1,PrivateJob,School,Married,Male,449432,<=50K
36,1,GovtJob,Bachelor,Married,Male,89083,<=50K
49,1,PrivateJob,Bachelor,Married,Male,59612,<=50K
21,1,PrivateJob,School,UnMarried,Male,129980,<=50K
51,1,PrivateJob,Bachelor,Divorced,Female,108233,<=50K
30,1,PrivateJob,Bachelor,Married,Male,342709,<=50K
37,1,PrivateJob,Bachelor,UnMarried,Male,126675,<=50K
30,1,PrivateJob,Bachelor,UnMarried,Female,141118,<=50K
20,1,SelfEmployed,Bachelor,UnMarried,Male,273701,<=50K
46,1,PrivateJob,Bachelor,Married,Male,173243,<=50K
24,1,GovtJob,Bachelor,UnMarried,Male,161092,<=50K
32,1,PrivateJob,Bachelor,Married,Male,209691,>50K
36,1,PrivateJob,Bachelor,Divorced,Male,89508,<=50K
30,1,PrivateJob,School,Married,Female,399522,<=50K
60,1,GovtJob,Bachelor,Married,Male,136939,<=50K
56,1,GovtJob,Bachelor,Divorced,Female,264436,<=50K
57,1,PrivateJob,School,Married,Male,199572,<=50K
61,1,GovtJob,Bachelor,Married,Female,28291,<=50K
50,1,PrivateJob,Bachelor,Married,Male,215990,>50K
56,1,SelfEmployed,Bachelor,Married,Male,179594,<=50K
61,1,SelfEmployed,Bachelor,Married,Male,139391,>50K
45,1,PrivateJob,Masters,Divorced,Male,187370,>50K
31,1,PrivateJob,Masters,Married,Male,473133,>50K
60,1,SelfEmployed,Bachelor,UnMarried,Male,205246,>50K
26,1,PrivateJob,Bachelor,Married,Male,182308,<=50K
56,1,SelfEmployed,School,Married,Female,51662,<=50K
45,1,PrivateJob,School,Widowed,Female,289468,<=50K
28,1,PrivateJob,Bachelor,UnMarried,Male,201954,>50K
45,1,SelfEmployed,Bachelor,Married,Male,26781,<=50K
58,1,PrivateJob,School,Married,Male,100960,<=50K
38,1,PrivateJob,Bachelor,UnMarried,Female,203761,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,213811,<=50K
49,1,PrivateJob,Bachelor,Married,Male,124672,>50K
19,1,PrivateJob,Bachelor,UnMarried,Female,219300,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Male,270436,<=50K
23,1,PrivateJob,Bachelor,Married,Male,212619,<=50K
23,1,PrivateJob,Bachelor,Married,Female,193586,<=50K
40,1,PrivateJob,Bachelor,Married,Male,84136,<=50K
55,1,GovtJob,Bachelor,UnMarried,Female,264834,<=50K
34,1,GovtJob,Bachelor,UnMarried,Female,98995,<=50K
21,1,PrivateJob,Bachelor,Married,Male,278254,<=50K
28,1,PrivateJob,Bachelor,UnMarried,Female,167987,<=50K
43,1,GovtJob,Bachelor,Married,Male,72887,<=50K
17,0,PrivateJob,School,UnMarried,Male,176467,<=50K
51,1,SelfEmployed,School,Widowed,Female,85902,<=50K
37,1,PrivateJob,Bachelor,Married,Male,223433,>50K
54,1,SelfEmployed,Bachelor,Married,Male,108435,>50K
24,1,PrivateJob,Bachelor,UnMarried,Male,172496,<=50K
35,1,PrivateJob,Bachelor,Married,Male,241998,>50K
48,1,PrivateJob,Bachelor,UnMarried,Female,245948,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Male,187513,<=50K
24,1,PrivateJob,Bachelor,UnMarried,Female,440138,<=50K
24,1,PrivateJob,Bachelor,UnMarried,Female,218215,<=50K
50,1,PrivateJob,School,Married,Male,158948,<=50K
34,1,PrivateJob,Bachelor,Married,Male,94413,>50K
45,1,PrivateJob,Bachelor,Divorced,Female,183598,<=50K
36,1,PrivateJob,School,UnMarried,Male,192664,<=50K
33,1,PrivateJob,Bachelor,Married,Male,392812,>50K
21,1,PrivateJob,Bachelor,UnMarried,Female,155818,<=50K
32,1,PrivateJob,Bachelor,Married,Male,195000,<=50K
22,1,PrivateJob,School,UnMarried,Male,308205,<=50K
53,1,PrivateJob,Bachelor,Married,Male,104879,>50K
36,1,PrivateJob,Bachelor,Married,Male,152307,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Male,145964,<=50K
47,1,PrivateJob,Bachelor,Married,Female,97419,<=50K
25,1,SelfEmployed,Bachelor,UnMarried,Female,12285,<=50K
30,1,PrivateJob,Bachelor,Divorced,Female,263150,<=50K
49,1,SelfEmployed,Bachelor,Widowed,Female,189885,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Male,151888,<=50K
40,1,PrivateJob,School,Divorced,Male,254167,<=50K
45,1,GovtJob,Bachelor,Divorced,Male,331482,<=50K
61,1,GovtJob,Bachelor,Married,Male,177189,<=50K
35,1,PrivateJob,Bachelor,Divorced,Female,186886,<=50K
20,1,PrivateJob,Bachelor,UnMarried,Female,33221,<=50K
27,1,PrivateJob,School,UnMarried,Male,188171,<=50K
23,1,PrivateJob,Bachelor,UnMarried,Female,209770,<=50K
25,1,PrivateJob,Bachelor,Married,Male,164488,<=50K
65,1,GovtJob,Bachelor,Widowed,Female,180869,<=50K
25,1,PrivateJob,Bachelor,UnMarried,Female,190350,<=50K
49,1,PrivateJob,Bachelor,Married,Male,137192,>50K
45,1,PrivateJob,Bachelor,Divorced,Female,204057,<=50K
46,1,PrivateJob,Masters,Divorced,Female,198774,<=50K
67,1,PrivateJob,Bachelor,Widowed,Female,134906,<=50K
40,1,PrivateJob,Bachelor,Widowed,Female,174515,<=50K
51,1,PrivateJob,Bachelor,Married,Male,259363,>50K
44,1,SelfEmployed,Bachelor,Married,Male,201742,>50K
35,1,PrivateJob,Bachelor,Married,Male,209609,<=50K
28,1,PrivateJob,Bachelor,UnMarried,Male,185127,<=50K
44,1,PrivateJob,Bachelor,Divorced,Female,462838,<=50K
37,1,PrivateJob,Bachelor,Married,Male,176967,>50K
54,1,PrivateJob,Bachelor,Married,Male,284129,>50K
33,1,GovtJob,Bachelor,Married,Female,37546,>50K
46,1,PrivateJob,Bachelor,Divorced,Female,116666,<=50K
45,1,PrivateJob,Masters,Married,Male,120724,<=50K
27,1,PrivateJob,Bachelor,UnMarried,Male,314240,<=50K
49,1,PrivateJob,Masters,Married,Male,423222,>50K
51,1,PrivateJob,Bachelor,Divorced,Male,201127,<=50K
27,1,PrivateJob,Bachelor,Married,Male,202239,<=50K
36,1,PrivateJob,Bachelor,Married,Male,209629,<=50K
59,1,PrivateJob,Bachelor,Married,Male,165922,>50K
24,1,PrivateJob,Bachelor,UnMarried,Female,133520,<=50K
66,1,SelfEmployed,Bachelor,Widowed,Female,99888,<=50K
31,1,PrivateJob,Bachelor,UnMarried,Female,176410,<=50K
35,1,GovtJob,Doctorate,UnMarried,Female,103214,>50K
34,1,PrivateJob,Bachelor,Married,Female,122612,>50K
50,1,PrivateJob,Bachelor,Married,Male,226735,>50K
43,1,SelfEmployed,Bachelor,Married,Male,151089,<=50K
21,1,PrivateJob,School,UnMarried,Male,244312,<=50K
33,1,PrivateJob,School,UnMarried,Male,209317,<=50K
48,1,PrivateJob,Bachelor,Divorced,Female,99096,<=50K
22,1,PrivateJob,Bachelor,UnMarried,Female,374116,<=50K
29,1,PrivateJob,Masters,Married,Male,205249,<=50K
42,1,SelfEmployed,Bachelor,Married,Male,326083,<=50K
28,1,SelfEmployed,Bachelor,Married,Male,183523,<=50K
36,1,PrivateJob,Bachelor,UnMarried,Female,350783,<=50K
66,1,GovtJob,Bachelor,Widowed,Female,140849,<=50K
44,1,PrivateJob,Bachelor,Married,Female,175943,<=50K
45,1,GovtJob,Bachelor,Divorced,Female,125933,<=50K
49,1,PrivateJob,Bachelor,Divorced,Female,225124,<=50K
36,1,PrivateJob,Bachelor,Divorced,Female,272090,<=50K
48,1,PrivateJob,School,Married,Male,40666,<=50K
19,1,PrivateJob,Bachelor,UnMarried,Male,35245,<=50K
36,1,PrivateJob,Bachelor,Married,Male,167482,>50K
41,1,PrivateJob,Masters,Married,Male,204662,>50K
32,1,PrivateJob,Bachelor,Married,Male,291147,<=50K
49,1,PrivateJob,Bachelor,Married,Male,179869,>50K
51,1,SelfEmployed,Bachelor,Married,Female,205100,<=50K
20,1,PrivateJob,Bachelor,Divorced,Female,352139,<=50K
39,1,PrivateJob,Bachelor,UnMarried,Female,111268,<=50K
38,1,PrivateJob,Bachelor,Married,Male,247111,>50K
19,1,PrivateJob,Bachelor,UnMarried,Female,271446,<=50K
29,1,GovtJob,Bachelor,UnMarried,Male,132412,<=50K
52,1,SelfEmployed,Bachelor,Married,Male,74712,>50K
22,1,PrivateJob,Bachelor,UnMarried,Male,94662,<=50K
44,1,SelfEmployed,Bachelor,Married,Male,33126,<=50K
